"Species";"NFC";"Legume";"Order";"Family";"Data_fixing";"Source";"Source2";"Data_corrected";"Species_corrected";"Analysed_Werner_etal."
"Hymenaea stigonocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Machaerium opacum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Pterodon pubescens";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Craine";"Data_corrected";"No_correction";"Analysed"
"Hymenaea martiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Acacia olgana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Peltophorum africanum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Vachellia erioloba";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Cassia abbreviata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Senna petersiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Acacia haematoxylon";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Acacia erubescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Acacia fleckii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Senna italica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Acacia collinsii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Havardia albicans";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Coronilla minima";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Analysed"
"Acacia albida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Craine";"No_correction";"No_correction";"Not_analysed"
"Acacia alleniana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia catenulata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia difficilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia elatior";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia gaumeri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia gonocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia lamprocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia latescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia linearifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia multisiliqua";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia oncinocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia plectocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Acacia torulosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Alysicarpus schomburgkii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Bauhinia divaricata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Cajanus acutifolius";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Cathormion umbellatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Analysed"
"Copaifera duckei";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Crotalaria novae-hollandiae";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Desmodium brownii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Diphysa carthagenensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Moghania parviflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Galactia megalophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Gompholobium subulatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Lysiphyllum gilvum";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"No_correction";"Species_name_corrected";"Analysed"
"Mirbelia reticulata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Nissolia schottii";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"Data_corrected";"No_correction";"Analysed"
"Pultenaea foliolosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Senna obtusifolia";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"No_correction";"No_correction";"Analysed"
"Senna racemosa";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Wright";"No_correction";"No_correction";"Not_analysed"
"Tephrosia remotiflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"Species_name_corrected";"Not_analysed"
"Zapoteca formosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Wright";"No_correction";"No_correction";"Analysed"
"Cercis canadensis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Weiher";"No_correction";"No_correction";"Analysed"
"Castanospermum australe";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Kattge";"No_correction";"No_correction";"Analysed"
"Astragalus humistratus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Laughlin";"No_correction";"No_correction";"Not_analysed"
"Astragalus rusbyi";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Laughlin";"No_correction";"No_correction";"Not_analysed"
"Dalea polygonoides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Laughlin";"No_correction";"No_correction";"Not_analysed"
"Lotus wrightii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Laughlin";"No_correction";"No_correction";"Not_analysed"
"Vicia pulchella";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Laughlin";"No_correction";"No_correction";"Not_analysed"
"Gleditsia triacanthos";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Cornwell";"Data_corrected";"No_correction";"Analysed"
"Styphnolobium japonicum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Cornwell";"No_correction";"Species_name_corrected";"Not_analysed"
"Senna aphylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Cornwell";"No_correction";"No_correction";"Not_analysed"
"Medicago glomerata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Poorter";"No_correction";"No_correction";"Not_analysed"
"Acacia colei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Poorter";"No_correction";"No_correction";"Analysed"
"Acacia tetragonophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"TRY";"Poorter";"No_correction";"No_correction";"Analysed"
"Schizolobium parahybum";"Yes";"Yes";"Fabales";"Fabaceae";"No";"TRY";"Poorter";"No_correction";"No_correction";"Not_analysed"
"Abarema elliptica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Abrus melanospermus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Mimosa aculeaticarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia accola";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia acradenia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Mimosopsis aculeaticarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia adenocalyx";"Yes";"Yes";"Fabales";"Fabaceae";"No";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia adenophora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia alpina";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia ancistrocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia arenaria";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia argyrodendron";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia astringens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Vachellia astringens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia aulacocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia benthamii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia berlandieri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia blakei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia botrycephala";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia brachyloba";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia brassii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia brownii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia brumalis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia burkei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia campecheana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia caven";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia centrinervia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia stenocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia chrysotricha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia chundra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia cibaria";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia citrinoviridis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia sinuata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia cowleana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia crassicarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acaciella glauca";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia cuthbertsonii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia cyclophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia cyperophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia dangarensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia dictyophleba";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia diffusa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Leucaena diversifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Vachellia drepanolobium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia dudgeoni";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia dunnii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia elephantorrhiza";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia eremaea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia etbaica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia euthycarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia excelsa";"Yes";"Yes";"Fabales";"Fabaceae";"No";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia falciformis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Senegalia ferruginea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia flexicaulis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia glandulifera";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia gourmaensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Anneslia grandiflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia hassleri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia hemsleyi";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia intsia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia ixiophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia julifera";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia lachnophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia langlassei";"Yes";"Yes";"Fabales";"Fabaceae";"No";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Albizia lebbeck";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia lenticularis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia linarioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia linifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia litakunensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia loderi";"Yes";"Yes";"Fabales";"Fabaceae";"No";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia longispicata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia longissima";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia lutea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia maconochieana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia macracanthoides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia melleodora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia minuta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Albizia mollis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia mollissima";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Vachellia lutea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia mucronata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia mutabilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia myriobotrya";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia negrii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia neurocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia omalophylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia oshanesii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia pallens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Caesalpinia paraguariensis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia patagiata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia pellacantha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia pellita";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia pennatula";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia pinifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia planifrons";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia platensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Havardia platyloba";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia polybotrya";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia polystachya";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia pubescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia redolens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia reficiens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia rotundifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia schaffneri";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia sclerosperma";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia semperflorens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia sentis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia silvestris";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia silvicola";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Acacia simsii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
"Vachellia farnesiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Analysed"
"Acacia spadicigera";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"GRIN";"None";"No_correction";"No_correction";"Not_analysed"
